 Time,PM1,PM2.5,PM10,Temp,Humidity,Latitude,Longitude
00:00:22,015,018,018,32,93,23.210672,72.685638
00:01:22,015,018,018,32,93,23.210672,72.685638
00:02:22,015,017,017,32,92,23.210672,72.685638
00:03:22,014,016,017,32,93,23.210672,72.685638
00:04:22,014,017,018,32,93,23.210672,72.685638
00:05:22,015,017,018,32,92,23.210672,72.685638
00:06:21,015,018,018,32,93,23.210672,72.685638
00:07:21,015,018,018,32,93,23.210672,72.685638
00:08:21,016,018,019,32,93,23.210672,72.685638
00:09:21,017,020,020,32,93,23.210672,72.685638
00:10:21,015,018,019,32,93,23.210672,72.685638
00:11:21,016,019,019,32,93,23.210672,72.685638
00:12:21,015,018,019,32,93,23.210672,72.685638
00:13:21,016,018,018,32,93,23.210672,72.685638
00:14:21,016,019,020,32,93,23.210672,72.685638
00:15:21,016,018,018,32,93,23.210672,72.685638
00:16:21,016,019,020,32,93,23.210672,72.685638
00:17:21,017,020,020,32,93,23.210672,72.685638
00:18:21,016,020,020,32,93,23.210672,72.685638
00:19:21,016,019,020,32,93,23.210672,72.685638
00:20:21,016,020,021,32,93,23.210672,72.685638
00:21:21,017,020,020,32,93,23.210672,72.685638
00:22:21,017,020,020,32,93,23.210672,72.685638
00:23:21,016,019,020,32,93,23.210672,72.685638
00:24:21,016,019,021,32,93,23.210672,72.685638
00:25:21,016,020,020,32,93,23.210672,72.685638
00:26:21,017,021,022,32,93,23.210672,72.685638
00:27:21,017,019,020,32,93,23.210672,72.685638
00:28:21,017,020,020,32,93,23.210672,72.685638
00:29:21,017,019,020,32,93,23.210672,72.685638
00:30:21,017,020,021,32,93,23.210672,72.685638
00:31:21,017,020,020,32,93,23.210672,72.685638
00:32:21,018,022,023,32,93,23.210672,72.685638
00:33:21,017,020,021,32,93,23.210672,72.685638
00:34:20,018,021,021,32,93,23.210672,72.685638
00:35:20,016,019,020,32,93,23.210672,72.685638
00:36:20,018,022,023,32,93,23.210672,72.685638
00:37:20,018,021,021,32,93,23.210672,72.685638
00:38:20,018,021,021,32,93,23.210672,72.685638
00:39:20,017,019,019,32,93,23.210672,72.685638
00:40:20,018,021,021,32,93,23.210672,72.685638
00:41:20,019,022,023,32,93,23.210672,72.685638
00:42:20,017,020,020,32,93,23.210672,72.685638
00:43:20,017,020,021,32,93,23.210672,72.685638
00:44:20,019,023,024,32,93,23.210672,72.685638
00:45:20,017,021,022,32,93,23.210672,72.685638
00:46:24,017,021,021,32,93,23.210672,72.685638
00:47:24,018,022,023,32,93,23.210672,72.685638
00:48:24,018,021,021,32,93,23.210672,72.685638
00:49:23,018,023,023,32,93,23.210672,72.685638
00:50:23,018,022,023,32,93,23.210672,72.685638
00:51:23,017,021,022,32,93,23.210672,72.685638
00:52:23,018,022,023,32,93,23.210672,72.685638
00:53:23,017,022,023,32,93,23.210672,72.685638
00:54:23,019,023,024,32,93,23.210672,72.685638
00:55:23,018,022,023,32,93,23.210672,72.685638
00:56:23,018,023,024,32,93,23.210672,72.685638
00:57:23,018,022,022,32,93,23.210672,72.685638
00:58:23,019,022,022,32,93,23.210672,72.685638
00:59:23,018,023,023,32,93,23.210672,72.685638
01:00:23,018,022,024,32,93,23.210672,72.685638
01:01:23,018,023,024,32,93,23.210672,72.685638
01:02:23,019,024,025,32,93,23.210672,72.685638
01:03:23,018,022,023,32,93,23.210672,72.685638
01:04:22,019,024,024,32,93,23.210672,72.685638
01:05:22,019,025,026,32,93,23.210672,72.685638
01:06:22,019,023,024,32,93,23.210672,72.685638
01:07:22,019,024,025,32,93,23.210672,72.685638
01:08:22,019,024,026,32,93,23.210672,72.685638
01:09:22,020,026,027,32,93,23.210672,72.685638
01:10:22,019,023,023,32,93,23.210672,72.685638
01:11:22,019,024,025,32,93,23.210672,72.685638
01:12:22,019,023,024,32,93,23.210672,72.685638
01:13:22,020,025,025,32,93,23.210672,72.685638
01:14:22,019,024,025,32,93,23.210672,72.685638
01:15:22,019,025,026,32,93,23.210672,72.685638
01:16:22,020,026,027,32,93,23.210672,72.685638
01:17:22,020,026,027,32,93,23.210672,72.685638
01:18:22,019,025,025,32,93,23.210672,72.685638
01:19:22,019,025,025,32,93,23.210672,72.685638
01:20:22,020,025,026,32,93,23.210672,72.685638
01:21:22,020,026,027,32,94,23.210672,72.685638
01:22:22,021,027,028,32,93,23.210672,72.685638
01:23:22,021,026,026,32,93,23.210672,72.685638
01:24:22,020,026,026,32,93,23.210672,72.685638
01:25:22,019,025,025,32,93,23.210672,72.685638
01:26:22,020,026,027,32,94,23.210672,72.685638
01:27:22,019,025,027,32,93,23.210672,72.685638
