 Time,PM1,PM2.5,PM10,Temp,Humidity,Latitude,Longitude
00:00:34,033,047,059,32,58,00.000000,00.000000
00:01:33,032,047,060,32,58,00.000000,00.000000
00:02:33,033,047,058,32,58,00.000000,00.000000
00:03:33,032,047,060,32,58,00.000000,00.000000
00:04:33,033,047,059,32,58,00.000000,00.000000
00:05:33,033,048,061,32,58,00.000000,00.000000
00:06:33,033,047,061,32,58,00.000000,00.000000
00:07:33,032,047,060,32,58,00.000000,00.000000
00:08:33,032,046,058,32,57,00.000000,00.000000
00:09:33,033,047,060,32,58,00.000000,00.000000
00:10:33,033,047,060,32,58,00.000000,00.000000
00:11:33,032,047,060,32,58,00.000000,00.000000
00:12:34,032,047,059,32,58,00.000000,00.000000
00:13:34,033,047,060,32,58,00.000000,00.000000
00:14:34,033,047,059,32,58,00.000000,00.000000
00:15:32,033,047,060,32,58,00.000000,00.000000
00:16:32,032,046,059,32,58,00.000000,00.000000
00:17:32,033,046,058,32,58,00.000000,00.000000
00:18:32,032,047,060,32,58,00.000000,00.000000
00:19:32,032,047,060,32,58,00.000000,00.000000
00:20:32,033,047,057,32,58,00.000000,00.000000
00:21:32,032,046,058,32,58,00.000000,00.000000
00:22:32,032,046,058,32,58,00.000000,00.000000
00:23:32,033,047,059,32,58,00.000000,00.000000
00:24:32,032,046,057,32,57,00.000000,00.000000
00:25:32,033,047,060,32,58,00.000000,00.000000
00:26:32,032,046,058,32,58,00.000000,00.000000
00:27:32,033,047,059,32,58,00.000000,00.000000
00:28:32,032,047,058,32,58,00.000000,00.000000
00:29:32,032,047,060,32,58,00.000000,00.000000
00:30:32,033,047,061,32,58,00.000000,00.000000
00:31:32,032,046,058,32,58,00.000000,00.000000
00:32:32,033,047,060,32,58,00.000000,00.000000
00:33:32,032,047,059,32,58,00.000000,00.000000
00:34:32,033,047,059,32,58,00.000000,00.000000
00:35:32,033,046,058,32,58,00.000000,00.000000
00:36:32,033,047,059,32,58,00.000000,00.000000
00:37:32,033,047,058,32,58,00.000000,00.000000
00:38:32,033,046,057,32,58,00.000000,00.000000
00:39:32,032,047,058,32,58,00.000000,00.000000
00:40:32,033,047,059,32,58,00.000000,00.000000
00:41:32,032,047,060,32,58,00.000000,00.000000
00:42:32,033,047,059,32,58,00.000000,00.000000
00:43:31,033,047,061,32,58,00.000000,00.000000
00:44:31,032,046,060,32,58,00.000000,00.000000
00:45:31,032,046,059,32,58,00.000000,00.000000
00:46:31,032,046,060,32,58,00.000000,00.000000
00:47:31,033,047,060,32,58,00.000000,00.000000
00:48:31,033,047,060,32,58,00.000000,00.000000
00:49:31,033,047,059,32,58,00.000000,00.000000
00:50:31,033,047,059,32,58,00.000000,00.000000
00:51:31,032,047,060,32,58,00.000000,00.000000
00:52:31,032,047,059,32,58,00.000000,00.000000
00:53:31,032,046,059,32,58,00.000000,00.000000
00:54:31,032,046,059,32,58,00.000000,00.000000
00:55:32,032,046,061,32,58,00.000000,00.000000
00:56:32,032,047,059,32,58,00.000000,00.000000
00:57:32,032,045,056,32,58,00.000000,00.000000
00:58:31,032,047,060,32,58,00.000000,00.000000
00:59:31,032,047,060,32,58,00.000000,00.000000
01:00:31,033,047,060,32,58,00.000000,00.000000
01:01:31,033,048,061,32,58,00.000000,00.000000
01:02:31,033,047,059,32,58,00.000000,00.000000
01:03:31,032,046,059,32,58,00.000000,00.000000
01:04:31,033,046,058,32,58,00.000000,00.000000
01:05:31,033,047,059,32,58,00.000000,00.000000
01:06:31,032,047,059,32,59,00.000000,00.000000
01:07:31,032,046,058,32,58,00.000000,00.000000
01:08:31,033,047,060,32,58,00.000000,00.000000
01:09:31,033,048,060,32,58,00.000000,00.000000
01:10:31,033,048,062,32,58,00.000000,00.000000
01:11:31,033,047,059,32,58,00.000000,00.000000
01:12:30,033,047,060,32,58,00.000000,00.000000
01:13:30,033,047,058,32,59,00.000000,00.000000
01:14:30,033,047,061,32,58,00.000000,00.000000
01:15:30,033,047,059,32,58,00.000000,00.000000
01:16:30,033,048,062,32,58,00.000000,00.000000
01:17:30,033,048,060,32,58,00.000000,00.000000
01:18:30,033,047,060,32,58,00.000000,00.000000
01:19:30,033,047,060,32,59,00.000000,00.000000
01:20:30,032,047,059,32,58,00.000000,00.000000
01:21:30,033,047,060,32,58,00.000000,00.000000
01:22:30,033,048,059,32,59,00.000000,00.000000
01:23:30,033,047,060,32,58,00.000000,00.000000
01:24:30,033,047,060,32,58,00.000000,00.000000
01:25:30,032,047,059,32,58,00.000000,00.000000
01:26:29,033,047,060,32,59,00.000000,00.000000
01:27:29,033,047,059,32,58,00.000000,00.000000
01:28:29,033,047,061,32,58,00.000000,00.000000
01:29:29,033,047,059,32,58,00.000000,00.000000
01:30:29,033,047,060,32,58,00.000000,00.000000
01:31:29,033,047,058,32,58,00.000000,00.000000
01:32:29,033,048,060,32,58,00.000000,00.000000
01:33:29,033,047,058,32,59,00.000000,00.000000
01:34:29,033,047,059,32,58,00.000000,00.000000
01:35:29,033,048,061,32,58,00.000000,00.000000
01:36:29,033,047,061,32,58,00.000000,00.000000
01:37:29,033,048,060,32,58,00.000000,00.000000
01:38:29,032,046,061,32,59,00.000000,00.000000
01:39:29,032,047,059,32,58,00.000000,00.000000
01:40:29,032,047,059,32,58,00.000000,00.000000
01:41:27,033,046,060,32,58,00.000000,00.000000
01:42:27,033,046,057,32,58,00.000000,00.000000
01:43:27,033,047,061,32,58,00.000000,00.000000
01:44:27,032,046,058,32,58,00.000000,00.000000
01:45:27,033,047,059,32,58,00.000000,00.000000
01:46:27,032,046,058,32,58,00.000000,00.000000
01:47:27,033,047,060,32,58,00.000000,00.000000
01:48:27,033,047,059,32,58,00.000000,00.000000
01:49:27,033,047,059,32,58,00.000000,00.000000
01:50:27,033,048,061,32,58,00.000000,00.000000
01:51:27,033,048,060,32,58,00.000000,00.000000
