 Time,PM1,PM2.5,PM10,Temp,Humidity,Latitude,Longitude
00:00:34,027,038,047,34,92,23.210672,72.685638
00:01:34,027,037,046,34,91,23.210672,72.685638
00:02:34,026,036,044,34,92,23.210672,72.685638
00:03:34,027,037,047,34,92,23.210672,72.685638
00:04:34,027,038,047,34,91,23.210672,72.685638
00:05:34,027,036,043,34,91,23.210672,72.685638
00:06:34,027,037,046,34,92,23.210672,72.685638
00:07:34,026,036,046,34,92,23.210672,72.685638
00:08:34,027,036,043,34,92,23.210672,72.685638
00:09:34,026,036,046,34,92,23.210672,72.685638
00:10:34,027,037,044,34,92,23.210672,72.685638
00:11:33,027,037,044,34,92,23.210672,72.685638
00:12:33,027,037,046,34,92,23.210672,72.685638
00:13:33,026,037,044,34,92,23.210672,72.685638
00:14:33,027,038,047,34,92,23.210672,72.685638
00:15:33,027,037,046,34,92,23.210672,72.685638
00:16:33,027,037,046,34,92,23.210672,72.685638
00:17:33,026,036,046,34,91,23.210672,72.685638
00:18:33,026,036,044,34,91,23.210672,72.685638
00:19:33,026,037,046,34,91,23.210672,72.685638
00:20:33,027,037,046,34,92,23.210672,72.685638
00:21:33,027,038,047,34,92,23.210672,72.685638
00:22:33,027,037,045,34,92,23.210672,72.685638
00:23:33,026,037,046,34,92,23.210672,72.685638
00:24:33,027,037,046,34,92,23.210672,72.685638
00:25:32,027,038,047,34,92,23.210672,72.685638
00:26:32,027,037,044,34,92,23.210672,72.685638
00:27:32,027,036,045,34,92,23.210672,72.685638
00:28:32,027,037,046,34,92,23.210672,72.685638
00:29:32,026,036,044,34,92,23.210672,72.685638
00:30:32,027,037,045,34,91,23.210672,72.685638
00:31:32,026,037,046,34,92,23.210672,72.685638
00:32:32,027,038,047,34,92,23.210672,72.685638
00:33:32,026,037,046,34,92,23.210672,72.685638
00:34:32,026,036,044,34,92,23.210672,72.685638
00:35:32,026,037,047,33,92,23.210672,72.685638
00:36:32,027,036,045,34,92,23.210672,72.685638
00:37:32,027,037,046,34,92,23.210672,72.685638
00:38:32,027,038,047,34,92,23.210672,72.685638
00:39:32,027,038,047,34,92,23.210672,72.685638
00:40:32,027,037,046,34,92,23.210672,72.685638
00:41:32,027,037,045,34,92,23.210672,72.685638
00:42:32,027,037,046,34,92,23.210672,72.685638
00:43:32,027,038,048,34,92,23.210672,72.685638
00:44:32,027,038,049,34,92,23.210672,72.685638
00:45:32,027,036,044,34,92,23.210672,72.685638
00:46:32,027,037,044,34,92,23.210672,72.685638
00:47:32,027,037,047,34,92,23.210672,72.685638
00:48:32,027,038,048,34,92,23.210672,72.685638
00:49:32,027,037,047,34,92,23.210672,72.685638
00:50:32,026,037,046,34,92,23.210672,72.685638
00:51:32,027,038,049,34,92,23.210672,72.685638
00:52:32,027,037,046,34,92,23.210672,72.685638
00:53:32,027,037,045,34,92,23.210672,72.685638
00:54:31,027,039,050,34,92,23.210672,72.685638
00:55:31,027,037,048,33,92,23.210672,72.685638
