 Time,PM1,PM2.5,PM10,Temp,Humidity,Latitude,Longitude
00:00:16,028,039,048,34,92,23.210672,72.685638
00:01:16,028,040,049,34,92,23.210672,72.685638
00:02:16,028,039,048,34,92,23.210672,72.685638
00:03:16,028,040,049,34,92,23.210672,72.685638
00:04:16,028,039,048,34,92,23.210672,72.685638
00:05:16,027,039,048,34,92,23.210672,72.685638
00:06:16,028,039,049,34,92,23.210672,72.685638
00:07:16,028,039,049,34,92,23.210672,72.685638
00:08:16,027,039,048,34,92,23.210672,72.685638
00:09:16,027,039,048,34,92,23.210672,72.685638
00:10:16,028,039,050,34,92,23.210672,72.685638
00:11:15,028,039,048,34,92,23.210672,72.685638
00:12:15,027,039,048,34,92,23.210672,72.685638
00:13:15,027,038,047,34,92,23.210672,72.685638
00:14:15,028,040,049,34,92,23.210672,72.685638
00:15:15,028,039,049,34,92,23.210672,72.685638
00:16:15,028,040,050,34,92,23.210672,72.685638
00:17:15,028,039,049,34,92,23.210672,72.685638
00:18:15,028,039,048,34,92,23.210672,72.685638
00:19:15,027,040,050,34,92,23.210672,72.685638
00:20:15,028,039,050,34,92,23.210672,72.685638
00:21:15,028,040,049,34,92,23.210672,72.685638
00:22:15,028,039,048,34,92,23.210672,72.685638
00:23:15,028,039,049,34,93,23.210672,72.685638
00:24:14,028,039,049,34,92,23.210672,72.685638
00:25:14,028,039,048,34,92,23.210672,72.685638
00:26:14,028,040,048,33,93,23.210672,72.685638
00:27:14,028,039,048,34,93,23.210672,72.685638
00:28:14,028,039,048,33,93,23.210672,72.685638
00:29:14,028,040,050,33,93,23.210672,72.685638
00:30:14,028,038,047,33,92,23.210672,72.685638
00:31:14,028,040,048,33,92,23.210672,72.685638
00:32:14,028,040,052,33,93,23.210672,72.685638
00:33:14,027,038,046,33,93,23.210672,72.685638
00:34:14,027,039,048,33,92,23.210672,72.685638
00:35:14,028,039,048,33,93,23.210672,72.685638
00:36:14,028,040,049,33,93,23.210672,72.685638
00:37:14,027,038,047,33,93,23.210672,72.685638
00:38:14,027,039,049,33,93,23.210672,72.685638
00:39:14,027,038,048,33,93,23.210672,72.685638
00:40:14,027,039,050,33,93,23.210672,72.685638
00:41:14,028,038,047,33,93,23.210672,72.685638
00:42:14,028,039,049,34,93,23.210672,72.685638
00:43:14,028,038,046,33,93,23.210672,72.685638
00:44:14,028,039,050,34,93,23.210672,72.685638
00:45:14,028,039,050,33,93,23.210672,72.685638
00:46:14,027,038,048,33,93,23.210672,72.685638
00:47:14,027,039,047,33,93,23.210672,72.685638
00:48:14,027,038,047,33,93,23.210672,72.685638
00:49:14,027,038,047,33,93,23.210672,72.685638
00:50:14,027,038,045,33,93,23.210672,72.685638
00:51:14,028,039,049,33,93,23.210672,72.685638
00:52:13,027,038,047,33,93,23.210672,72.685638
00:53:13,027,037,044,33,93,23.210672,72.685638
00:54:13,028,038,048,33,93,23.210672,72.685638
00:55:13,027,039,049,33,93,23.210672,72.685638
00:56:13,027,038,047,33,93,23.210672,72.685638
00:57:13,027,038,047,33,93,23.210672,72.685638
00:58:13,027,038,047,33,93,23.210672,72.685638
00:59:13,028,039,048,33,93,23.210672,72.685638
01:00:13,027,038,046,33,93,23.210672,72.685638
01:01:13,028,039,048,33,93,23.210672,72.685638
01:02:13,028,038,046,33,93,23.210672,72.685638
01:03:13,028,038,046,33,93,23.210672,72.685638
01:04:13,028,039,047,33,93,23.210672,72.685638
01:05:12,027,039,048,33,93,23.210672,72.685638
01:06:12,027,038,047,33,93,23.210672,72.685638
01:07:12,027,038,047,33,93,23.210672,72.685638
01:08:12,028,039,048,33,93,23.210672,72.685638
01:09:12,028,039,047,33,93,23.210672,72.685638
01:10:12,028,038,048,33,93,23.210672,72.685638
01:11:12,027,038,046,33,93,23.210672,72.685638
01:12:12,027,039,048,33,93,23.210672,72.685638
01:13:12,028,039,048,33,93,23.210672,72.685638
01:14:12,028,038,048,33,94,23.210672,72.685638
01:15:12,027,038,045,33,94,23.210672,72.685638
01:16:12,028,039,049,33,93,23.210672,72.685638
01:17:14,028,038,047,33,94,23.210672,72.685638
01:18:14,027,037,045,33,94,23.210672,72.685638
01:19:14,027,039,048,33,93,23.210672,72.685638
01:20:14,027,038,047,33,93,23.210672,72.685638
01:21:14,027,039,048,33,94,23.210672,72.685638
01:22:14,027,038,046,33,93,23.210672,72.685638
01:23:14,028,039,047,33,93,23.210672,72.685638
01:24:14,028,039,048,33,93,23.210672,72.685638
01:25:14,027,037,045,33,93,23.210672,72.685638
01:26:14,028,039,047,33,93,23.210672,72.685638
01:27:14,027,037,044,33,93,23.210672,72.685638
01:28:14,028,039,048,33,94,23.210672,72.685638
01:29:14,027,038,047,33,94,23.210672,72.685638
01:30:14,027,038,047,33,93,23.210672,72.685638
01:31:14,027,039,046,33,93,23.210672,72.685638
01:32:14,027,038,044,33,93,23.210672,72.685638
01:33:14,028,039,049,33,93,23.210672,72.685638
01:34:13,027,038,046,33,93,23.210672,72.685638
01:35:13,028,038,045,32,93,23.210672,72.685638
01:36:13,027,037,045,33,93,23.210672,72.685638
01:37:13,027,038,048,33,94,23.210672,72.685638
01:38:13,027,037,046,33,93,23.210672,72.685638
01:39:13,027,038,048,33,93,23.210672,72.685638
