 Time,PM1,PM2.5,PM10,Temp,Humidity,Latitude,Longitude
00:00:58,017,024,024,26,93,00.000000,00.000000
00:01:58,017,021,022,26,93,00.000000,00.000000
00:02:58,017,021,022,26,93,00.000000,00.000000
00:03:58,017,022,023,26,93,00.000000,00.000000
00:04:58,017,022,024,26,93,00.000000,00.000000
00:05:58,016,021,022,26,93,00.000000,00.000000
00:06:58,017,022,023,26,93,00.000000,00.000000
00:07:58,018,024,025,26,93,00.000000,00.000000
00:08:58,017,021,022,26,93,00.000000,00.000000
00:09:58,017,022,023,26,93,00.000000,00.000000
00:10:58,017,022,022,26,93,00.000000,00.000000
00:11:58,017,022,023,26,93,00.000000,00.000000
00:12:58,017,021,022,26,93,00.000000,00.000000
00:13:56,017,022,023,26,93,00.000000,00.000000
00:14:56,016,021,022,26,93,00.000000,00.000000
00:15:56,016,022,023,26,93,00.000000,00.000000
00:16:56,017,022,023,26,93,00.000000,00.000000
00:17:56,017,023,025,26,93,00.000000,00.000000
00:18:56,017,022,023,26,93,00.000000,00.000000
00:19:56,018,022,023,26,93,00.000000,00.000000
00:20:56,018,024,025,26,93,00.000000,00.000000
00:21:56,018,022,022,26,93,00.000000,00.000000
00:22:56,017,021,022,26,93,00.000000,00.000000
00:23:56,018,024,024,26,93,00.000000,00.000000
00:24:57,017,023,025,26,93,00.000000,00.000000
00:25:57,018,023,023,26,93,00.000000,00.000000
00:26:57,018,023,024,26,93,00.000000,00.000000
00:27:56,018,024,025,26,94,00.000000,00.000000
00:28:56,018,025,025,26,94,00.000000,00.000000
00:29:56,017,022,023,26,94,00.000000,00.000000
00:30:56,019,024,024,26,94,00.000000,00.000000
00:31:56,018,023,024,26,94,00.000000,00.000000
00:32:56,018,024,025,26,94,00.000000,00.000000
00:33:56,018,022,022,26,93,00.000000,00.000000
00:34:56,018,023,023,26,93,00.000000,00.000000
00:35:56,017,022,022,26,93,00.000000,00.000000
00:36:56,019,025,025,26,93,00.000000,00.000000
00:37:56,019,024,025,26,93,00.000000,00.000000
00:38:56,018,023,024,26,93,00.000000,00.000000
00:39:56,018,024,026,26,93,00.000000,00.000000
00:40:56,017,023,024,26,93,00.000000,00.000000
00:41:54,018,023,023,26,93,00.000000,00.000000
00:42:54,018,024,024,26,93,00.000000,00.000000
00:43:54,018,021,022,26,93,00.000000,00.000000
00:44:54,018,023,024,26,93,00.000000,00.000000
00:45:54,018,023,024,26,93,00.000000,00.000000
00:46:54,018,023,024,26,93,00.000000,00.000000
00:47:54,019,025,026,26,93,00.000000,00.000000
00:48:54,018,024,024,26,93,00.000000,00.000000
00:49:54,019,023,023,26,93,00.000000,00.000000
00:50:54,019,025,026,26,93,00.000000,00.000000
00:51:54,018,024,024,26,93,00.000000,00.000000
00:52:54,017,024,025,26,93,00.000000,00.000000
00:53:54,019,024,025,26,93,00.000000,00.000000
00:54:54,019,025,026,26,93,00.000000,00.000000
00:55:53,019,025,025,26,93,00.000000,00.000000
00:56:53,017,023,024,26,93,00.000000,00.000000
