 Time,PM1,PM2.5,PM10,Temp,Humidity,Latitude,Longitude
00:00:27,018,021,022,27,99,00.000000,00.000000
00:01:27,019,022,022,27,99,00.000000,00.000000
00:02:27,018,022,024,27,99,00.000000,00.000000
00:03:27,019,023,023,27,98,00.000000,00.000000
00:04:27,019,023,024,27,99,00.000000,00.000000
00:05:27,018,022,022,27,98,00.000000,00.000000
00:06:27,018,021,022,27,99,00.000000,00.000000
00:07:27,018,022,023,27,98,00.000000,00.000000
00:08:27,019,022,023,27,99,00.000000,00.000000
00:09:27,019,022,023,27,99,00.000000,00.000000
00:10:27,019,023,024,27,99,00.000000,00.000000
00:11:27,019,023,023,27,99,00.000000,00.000000
00:12:26,018,022,023,27,99,00.000000,00.000000
00:13:26,019,023,023,27,99,00.000000,00.000000
00:14:26,019,023,023,27,98,00.000000,00.000000
00:15:26,018,023,024,27,98,00.000000,00.000000
00:16:26,019,023,023,27,98,00.000000,00.000000
00:17:26,019,023,024,27,98,00.000000,00.000000
00:18:26,019,023,024,27,98,00.000000,00.000000
00:19:26,019,024,025,27,98,00.000000,00.000000
00:20:26,019,023,024,27,98,00.000000,00.000000
00:21:26,019,024,024,27,98,00.000000,00.000000
00:22:26,019,022,023,27,98,00.000000,00.000000
00:23:26,019,025,026,27,98,00.000000,00.000000
00:24:25,020,026,027,27,98,00.000000,00.000000
00:25:25,020,025,026,27,98,00.000000,00.000000
00:26:25,020,024,025,27,98,00.000000,00.000000
00:27:25,020,024,025,27,98,00.000000,00.000000
00:28:25,020,025,027,27,98,00.000000,00.000000
00:29:25,019,024,025,27,98,00.000000,00.000000
00:30:25,019,023,023,27,98,00.000000,00.000000
00:31:25,019,023,024,27,98,00.000000,00.000000
00:32:25,020,026,026,27,98,00.000000,00.000000
00:33:25,020,026,026,27,98,00.000000,00.000000
00:34:25,020,025,025,27,98,00.000000,00.000000
00:35:25,020,026,027,27,98,00.000000,00.000000
00:36:24,019,024,024,27,98,00.000000,00.000000
00:37:24,020,024,025,27,98,00.000000,00.000000
00:38:24,020,026,026,27,98,00.000000,00.000000
00:39:24,019,022,023,27,98,00.000000,00.000000
00:40:24,020,025,026,27,98,00.000000,00.000000
00:41:24,020,025,025,27,98,00.000000,00.000000
00:42:24,021,026,027,27,98,00.000000,00.000000
00:43:24,020,025,026,27,98,00.000000,00.000000
00:44:24,020,025,026,27,98,00.000000,00.000000
00:45:24,020,024,025,27,98,00.000000,00.000000
00:46:24,020,025,026,27,98,00.000000,00.000000
00:47:23,020,025,025,27,98,00.000000,00.000000
00:48:23,019,024,025,27,98,00.000000,00.000000
00:49:23,020,025,026,27,98,00.000000,00.000000
00:50:23,019,024,024,27,98,00.000000,00.000000
00:51:23,020,023,023,27,98,00.000000,00.000000
00:52:23,020,025,025,27,98,00.000000,00.000000
00:53:23,020,025,026,27,98,00.000000,00.000000
00:54:23,019,024,025,27,98,00.000000,00.000000
00:55:23,020,025,025,27,98,00.000000,00.000000
00:56:23,020,025,025,27,98,00.000000,00.000000
00:57:23,020,024,025,27,98,00.000000,00.000000
00:58:23,019,025,025,27,98,00.000000,00.000000
00:59:22,020,025,026,27,98,00.000000,00.000000
01:00:22,020,025,026,27,97,00.000000,00.000000
01:01:22,021,026,027,27,97,00.000000,00.000000
01:02:22,020,025,026,27,97,00.000000,00.000000
01:03:22,021,027,027,27,97,00.000000,00.000000
01:04:22,021,026,027,27,97,00.000000,00.000000
01:05:22,020,024,025,27,97,00.000000,00.000000
01:06:22,019,024,025,27,97,00.000000,00.000000
01:07:22,020,024,025,27,97,00.000000,00.000000
01:08:22,020,024,025,27,97,00.000000,00.000000
01:09:22,020,024,025,27,97,00.000000,00.000000
01:10:22,020,025,026,27,97,00.000000,00.000000
01:11:21,021,025,027,27,97,00.000000,00.000000
01:12:21,020,025,027,27,97,00.000000,00.000000
01:13:21,020,025,025,27,97,00.000000,00.000000
01:14:21,020,025,025,27,97,00.000000,00.000000
01:15:21,020,026,027,27,97,00.000000,00.000000
01:16:21,020,025,025,27,97,00.000000,00.000000
01:17:21,020,025,026,27,97,00.000000,00.000000
01:18:21,020,025,026,27,97,00.000000,00.000000
01:19:21,020,024,024,27,97,00.000000,00.000000
01:20:21,019,023,023,27,97,00.000000,00.000000
01:21:21,020,024,025,27,97,00.000000,00.000000
01:22:21,019,023,023,27,97,00.000000,00.000000
01:23:20,020,025,025,27,97,00.000000,00.000000
01:24:20,020,024,024,27,97,00.000000,00.000000
01:25:20,019,023,024,27,97,00.000000,00.000000
01:26:20,019,024,024,27,97,00.000000,00.000000
01:27:20,020,024,025,28,97,00.000000,00.000000
01:28:20,019,023,023,27,97,00.000000,00.000000
01:29:20,020,025,026,27,97,00.000000,00.000000
01:30:20,019,023,023,27,97,00.000000,00.000000
01:31:20,021,026,027,27,97,00.000000,00.000000
01:32:20,020,024,024,27,97,00.000000,00.000000
01:33:20,020,024,025,27,97,00.000000,00.000000
01:34:20,019,022,022,27,97,00.000000,00.000000
01:35:20,020,024,025,27,97,00.000000,00.000000
01:36:20,019,023,023,27,97,00.000000,00.000000
01:37:20,019,022,023,27,97,00.000000,00.000000
01:38:20,019,022,023,27,97,00.000000,00.000000
01:39:20,019,023,023,28,97,00.000000,00.000000
01:40:19,019,023,023,27,97,00.000000,00.000000
01:41:19,018,022,022,27,97,00.000000,00.000000
01:42:19,019,023,023,27,97,00.000000,00.000000
01:43:19,019,023,023,27,97,00.000000,00.000000
01:44:19,019,022,022,27,97,00.000000,00.000000
01:45:19,019,024,024,27,97,00.000000,00.000000
01:46:19,019,023,023,27,97,00.000000,00.000000
01:47:19,019,022,022,27,97,00.000000,00.000000
01:48:19,019,022,023,27,97,00.000000,00.000000
01:49:19,018,022,022,27,97,00.000000,00.000000
01:50:19,018,023,023,27,97,00.000000,00.000000
01:51:18,018,022,023,27,97,00.000000,00.000000
01:52:18,019,023,023,27,97,00.000000,00.000000
01:53:18,019,022,022,27,97,00.000000,00.000000
01:54:18,019,023,024,27,97,00.000000,00.000000
01:55:18,018,021,021,27,97,00.000000,00.000000
01:56:18,019,023,023,27,97,00.000000,00.000000
01:57:18,019,023,024,27,97,00.000000,00.000000
01:58:18,020,025,027,27,97,00.000000,00.000000
01:59:18,019,023,023,27,97,00.000000,00.000000
02:00:18,019,021,022,27,97,00.000000,00.000000
02:01:18,019,022,022,27,97,00.000000,00.000000
02:02:18,019,023,023,27,97,00.000000,00.000000
02:03:17,019,023,024,27,97,00.000000,00.000000
02:04:17,018,022,023,27,97,00.000000,00.000000
02:05:17,019,023,024,27,97,00.000000,00.000000
02:06:17,019,024,024,27,97,00.000000,00.000000
02:07:17,018,022,022,27,97,00.000000,00.000000
02:08:17,019,023,024,27,97,00.000000,00.000000
02:09:17,020,023,024,27,97,00.000000,00.000000
02:10:17,020,024,024,27,97,00.000000,00.000000
02:11:17,019,023,023,27,97,00.000000,00.000000
02:12:17,019,023,023,27,97,00.000000,00.000000
02:13:17,019,022,022,27,97,00.000000,00.000000
02:14:16,019,024,024,27,97,00.000000,00.000000
02:15:16,019,023,024,27,97,00.000000,00.000000
02:16:16,020,023,024,27,97,00.000000,00.000000
02:17:16,020,024,024,27,97,00.000000,00.000000
02:18:16,019,024,025,27,97,00.000000,00.000000
02:19:16,019,024,024,27,97,00.000000,00.000000
02:20:16,018,022,022,27,97,00.000000,00.000000
02:21:16,019,023,023,27,97,00.000000,00.000000
02:22:16,020,024,025,27,97,00.000000,00.000000
02:23:16,020,024,024,27,96,00.000000,00.000000
02:24:16,019,023,024,27,96,00.000000,00.000000
02:25:16,020,024,025,27,97,00.000000,00.000000
02:26:15,019,023,023,27,97,00.000000,00.000000
02:27:15,019,023,024,27,97,00.000000,00.000000
02:28:15,019,024,025,27,97,00.000000,00.000000
02:29:15,019,024,024,27,97,00.000000,00.000000
02:30:15,019,024,025,27,97,00.000000,00.000000
02:31:15,019,023,023,27,97,00.000000,00.000000
02:32:15,019,023,024,27,97,00.000000,00.000000
02:33:15,019,023,024,27,97,00.000000,00.000000
02:34:15,019,023,024,27,97,00.000000,00.000000
02:35:15,019,023,023,27,96,00.000000,00.000000
02:36:15,019,023,023,27,96,00.000000,00.000000
02:37:15,019,023,023,27,96,00.000000,00.000000
02:38:14,019,023,024,27,96,00.000000,00.000000
02:39:14,020,024,024,27,96,00.000000,00.000000
02:40:14,019,024,025,27,96,00.000000,00.000000
02:41:14,019,024,024,27,96,00.000000,00.000000
02:42:14,019,023,023,27,96,00.000000,00.000000
02:43:14,020,023,023,27,96,00.000000,00.000000
02:44:14,020,024,024,27,96,00.000000,00.000000
02:45:14,019,023,024,27,96,00.000000,00.000000
